iter	MultiClass
598	0.02793777133
599	0.02788034549
600	0.02783251361
601	0.02776353497
602	0.0277390123
603	0.02768040312
604	0.02763742816
605	0.02757990138
606	0.02753797127
607	0.02751003092
608	0.02749049448
609	0.02748704551
610	0.02742748545
611	0.02741707428
612	0.02738919007
613	0.02738397592
614	0.02733127158
615	0.02732155143
616	0.02730717953
617	0.0272576045
618	0.0272371752
619	0.02719970926
620	0.02716780792
621	0.02714054157
622	0.02708136854
623	0.02707919256
624	0.02703640729
625	0.02697609619
626	0.02694472044
627	0.02691886803
628	0.02689876486
629	0.02685043726
630	0.02682638761
631	0.02682264178
632	0.02675673314
633	0.02672487329
634	0.0266951045
635	0.02665695716
636	0.02658753786
637	0.02654508073
638	0.02650434333
639	0.02648863447
640	0.02642072843
641	0.02639239507
642	0.02634500053
643	0.02631571639
644	0.02627494442
645	0.02624979711
646	0.02617552396
647	0.02617068094
648	0.02612272992
649	0.02608767104
650	0.02605721257
651	0.02599281687
652	0.02598219248
653	0.02597456982
654	0.02591995571
655	0.02590564481
656	0.02586647416
657	0.02577264915
658	0.02575136497
659	0.02567497517
660	0.02564873938
661	0.02559545909
662	0.02555058884
663	0.0255069983
664	0.02547876603
665	0.0254688364
666	0.02542352004
667	0.02540647435
668	0.02534025783
669	0.02528167269
670	0.02523948124
671	0.02522384289
672	0.02520959581
673	0.02517590347
674	0.02512126264
675	0.02506628802
676	0.02505817483
677	0.02505069443
678	0.02496760716
679	0.02493459629
680	0.0249243188
681	0.02489890927
682	0.02485521305
683	0.02481346449
684	0.02479516135
685	0.02477616522
686	0.02474543293
687	0.02468143143
688	0.02463742997
689	0.02455929267
690	0.02453649698
691	0.0245200839
692	0.02450741898
693	0.02447581317
694	0.02444511833
695	0.02443713228
696	0.02440687432
697	0.02440308549
698	0.02438947367
699	0.02438452307
700	0.02437192378
701	0.02433728179
702	0.02433174058
703	0.02426603234
704	0.02425865617
705	0.024230046
706	0.0241796107
707	0.02414233437
708	0.02411059231
709	0.02408546459
710	0.02406801688
711	0.02402340611
712	0.02400959597
713	0.02397058378
714	0.02395488108
715	0.023926433
716	0.02390369968
717	0.02387373857
718	0.02384534916
719	0.0237947862
720	0.02378314742
721	0.02375103279
722	0.02371291419
723	0.02368264015
724	0.02365589747
725	0.02364419058
726	0.02359298069
727	0.02357254968
728	0.02355500714
729	0.02354411839
730	0.02350950646
731	0.02348775416
732	0.02346699135
733	0.02341717916
734	0.02339067074
735	0.0233421732
736	0.02331744612
737	0.02329916953
738	0.02328460276
739	0.02327519902
740	0.02327153759
741	0.02325471766
742	0.02323111363
743	0.02319326679
744	0.02314172133
745	0.02310141198
746	0.02305543785
747	0.023051088
748	0.02302743985
749	0.02299108215
750	0.02293800522
751	0.02291233898
752	0.02288021533
753	0.0228294057
754	0.02280421491
755	0.02274846299
756	0.02272877458
757	0.02268369029
758	0.0226750944
759	0.0226467605
760	0.02263026926
761	0.02262660066
762	0.02257076024
763	0.02255838331
764	0.02252837379
765	0.02252603587
766	0.02251286843
767	0.02246942349
768	0.02245341985
769	0.02242542074
770	0.02242264326
771	0.02241747635
772	0.02241380941
773	0.02236575973
774	0.02235183763
775	0.02232254978
776	0.02229868767
777	0.02226490476
778	0.02222213975
779	0.02219132077
780	0.02217082642
781	0.02215527067
782	0.02211080386
783	0.02207756248
784	0.02205869323
785	0.02204844385
786	0.02204716955
787	0.0220257544
788	0.02201252129
789	0.02200117126
790	0.02198938791
791	0.02194829794
792	0.02191838232
793	0.02189693115
794	0.02188604053
795	0.02187137668
796	0.02185707489
797	0.021852882
798	0.02182736975
799	0.02179937051
800	0.02179727601
801	0.02178288755
802	0.02175456026
803	0.02173243217
804	0.02171072818
805	0.02169721652
806	0.02168133271
807	0.02166888635
808	0.02166725007
809	0.02162623362
810	0.02159690527
811	0.02158987269
812	0.02156764955
813	0.02153466869
814	0.02150547082
815	0.02148613522
816	0.02147173971
817	0.02144584464
818	0.02143016318
819	0.02139577957
820	0.02137960221
821	0.02136215743
822	0.02133403483
823	0.02132416001
824	0.0212823813
825	0.02125789615
826	0.02124659609
827	0.02119892084
828	0.02116808765
829	0.02115449419
830	0.02114009772
831	0.02110277464
832	0.02105647037
833	0.0210335679
834	0.02101720592
835	0.02100735569
836	0.02098037356
837	0.02095800439
838	0.02094712853
839	0.02094527165
840	0.0209273454
841	0.02090874922
842	0.02089213611
843	0.020886706
844	0.02085350104
845	0.02085038431
846	0.02083247419
847	0.02081033612
848	0.02079398246
849	0.02078168168
850	0.02075397423
851	0.02072645139
852	0.02071394919
853	0.02070138831
854	0.02067539941
855	0.02065668926
856	0.02065019142
857	0.02064707284
858	0.02061001988
859	0.02059279561
860	0.02056152418
861	0.02052306514
862	0.02049484856
863	0.02047335588
864	0.02044641299
865	0.02044372804
866	0.02041549043
867	0.02037810861
868	0.02035986021
869	0.02034705311
870	0.02031519545
871	0.02031288215
872	0.02030425558
873	0.02029062823
874	0.02027974849
875	0.02026287171
876	0.02024308016
877	0.0202297126
878	0.02019993219
879	0.0201490569
880	0.02014266341
881	0.02012036454
882	0.02010739313
883	0.02009751461
884	0.02007881323
885	0.02006963541
886	0.0200553676
887	0.02005281651
888	0.02003246692
889	0.02002232297
890	0.02001184593
891	0.02000911188
892	0.01999687707
893	0.01996911545
894	0.01994999386
895	0.01992121682
896	0.01990181127
897	0.01988779437
898	0.01987803953
899	0.01986124294
900	0.01982971487
901	0.01981874786
902	0.01979723539
903	0.01977943928
904	0.01973298063
905	0.01969338348
906	0.01968954167
907	0.01967034723
908	0.01965990798
909	0.01964683359
910	0.0196329991
911	0.01962198296
912	0.01961012977
913	0.01957847453
914	0.01954626137
915	0.01952528055
916	0.01950959557
917	0.01950145891
918	0.01947929949
919	0.01946145255
920	0.01944010719
921	0.01942576971
922	0.0194124589
923	0.01940679449
924	0.01938519118
925	0.01935607261
926	0.0193443882
927	0.01930898077
928	0.01928258597
929	0.01926360359
930	0.01924498267
931	0.01923422854
932	0.01922418233
933	0.01918460339
934	0.01917455677
935	0.01916616287
936	0.01913244982
937	0.01910189909
938	0.01909102251
939	0.01908502951
940	0.0190716475
941	0.01902599077
942	0.01901059412
943	0.01899280002
944	0.01898104566
945	0.01896295983
946	0.01894540111
947	0.0189314011
948	0.01891212673
949	0.01890145271
950	0.01886441897
951	0.01884656963
952	0.01882604331
953	0.01879079109
954	0.01876874502
955	0.01875725231
956	0.01873540201
957	0.01871894016
958	0.01871400722
959	0.01870608426
960	0.01869925766
961	0.01867577182
962	0.01866654861
963	0.01864257182
964	0.01864180284
965	0.01861823149
966	0.01861363271
967	0.01857407268
968	0.01855111274
969	0.01853866669
970	0.0185327985
971	0.01850465684
972	0.01849061718
973	0.01847613287
974	0.01845134181
975	0.0184346789
976	0.01842552283
977	0.01840052327
978	0.01838941332
979	0.01837468462
980	0.01835706286
981	0.01834008151
982	0.01832652805
983	0.01831900308
984	0.01831052891
985	0.01828591831
986	0.018266271
987	0.01824714732
988	0.0182288758
989	0.01820215783
990	0.01820107209
991	0.01818280393
992	0.01816086349
993	0.01813635078
994	0.01812719522
995	0.01810531218
996	0.01808506008
997	0.01806765199
998	0.01806642202
999	0.01803200468
